modelParams|clParams|alpha,modelParams|sensorParams|encoders|sine:n,modelParams|spParams|synPermInactiveDec,modelParams|tpParams|activationThreshold,modelParams|tpParams|minThreshold,modelParams|tpParams|pamLength
0.014294962824332577,107,0.1,12,10,1
